title,pageid,wikitext
Nereye gitsen okka dört yüz dirhem,231697,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nereye]] gitsen okka dört yüz dirhem

:[1] Bir mal kimi yerde daha ucuzdur, ama düşük niteliktedir. Kimi kişilerin gündeliği az, kimininki çoktur. Dikkat edilirse işleri de ona göre hafif ya da ağırdır; kaba saba ya da uzmanlık işidir. Özet olarak ölçü her yerde birdir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Nikahta keramet vardır,231703,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nikahta]] keramet vardır

:[1] Evlenmeleri söz konusu olanların anlaşabilip anlaşamayacaklarını pek düşünmeyiniz. Nikahonları sevgi bağıyla birbirlerine bağlayacaktır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Nisan yağar sap olur, Mayıs yağar çeç olur",231704,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Nisan]] [[yağmak|yağar]] sap olur, [[Mayıs]] yağar çeç olur

:[1] Nisan yağmuru ekinlerin sapını geliştirir. Mayıs yağmuru başakların dolgunlaşmasına yarar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Niyet hayır, akıbet hayır",231706,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Niyet]] hayır, akıbet hayır

:[1] İyi niyetle girişilen işin sonu hayırlı olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Niyetsiz hacı, ya Bağdat'tan döner ya Arafat'tan",297739,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[niyetsiz]] [[hacı]], [[ya]] [[Bağdat]]'tan [[döner]] [[ya]] [[Arafat]]'tan

:[1]"
"Nush ile uslanmayanın hakkı tekrir, tekrir ile uslanmayanın hakkı kötektir",318585,"==Türkçe==
===Özdeyiş===
{{başlık başı|tr|atasözü}}
:[1] ""İyi söze aldırış etmeyeni uyarırsın eğer uyardığında da aldırış etmiyorsa dövmelisin.(kösele terlik ile daha çok acı verir) (En acılısı anne terliğidir)

====Eş anlamlılar====
:[1] [[Tekdir ile uslanmayanın hakkı kötektir]]
Tekrir : Tekrar
Tekdir : Azarlama, paylama"
Od yok ocak yok,212927,"{{Haftanın Atasözü|3|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Od]] [[yok]] [[ocak]] [[yok]]
  
:[1] Elde avuçta bir şey olmadığı zamanlarda kullanılan bir sözü.
:[2] Herhangi bir yeri tarif ederken, ortamda bir şey olmadığını anlatmak için kullanılan bir söz."
"Oduncunun gözü omçada ,",231714,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oduncunun]] gözü omçada ,

:[1] Herkes işine yarayan şeye göz diker; onu elde etmenin yolunu arar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Oduncunun gözü ormanda,181624,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oduncu]]nun [[göz]]ü [[orman]]da

:[1] ""Bütün insanlar kendi işlerine yarayan şeylerle çok yakından ilgilenirler"" anlamında bir söz."
"Oğlan anası kapı arkası, kız anası minder kabası",231707,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Eve [[gelin]] geldikten sonra [[oğlan]]ın anası kapı dışarı edilecek gibi görülür. [[Kız]]ın anası ise baş köşeye oturtulur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlan atadan öğrenir sofra açmayı, kız anadan öğrenir biçki biçmeyi",231708,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oğlan]] atadan öğrenir sofra açmayı, kız anadan öğrenir biçki biçmeyi

:[1] Erkek çocuk, erkeklerin yapması gereken şeyleri (örneğin konuk ağırlamayı) babasından, kızçocuk da kadınların yapması gereken şeyleri (örneğin dikişi, biçkiyi, ev işlerini) anasındanöğrenir. Baba, ana bunları bilmiyorsa çocuktan böyle şeyler beklenmez.====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlan dayıya, kız halaya çeker",231709,"insanların doğuştan gelen bazı genel lik özellikleri

==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oğlan]] dayıya, kız halaya çeker.

:[1] Oğlan çocuğun yüzü de, huyu da dayısına, kız çocuğununki ise halasına benzer.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlan doğur, kız doğur; hamurunu sen yoğur",231710,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oğlan]] doğur, kız doğur; hamurunu sen yoğur

:[1] Ana-baba özverilere katlanarak çocuk yetiştirirler. Ancak onların kendilerine pek yardımı olmaz.
:[2] Çocuğun cinsiyetinin ne olacağının hiçbir önemi yoktur. Önemli olan onu gerekli iyi özelliklerle donatarak büyütmektir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlan doğuran övünsün, kız doğuran dövünsün",231711,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oğlan]] doğuran övünsün, kız doğuran dövünsün

:[1] Doğacak çocuğun oğlan olması istenir. Kız olması istenmez. Onun için oğlan doğuran ana sevinir; kız doğuran ana üzülür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlan doğurdum, oydu beni; kız doğurdum, soydu beni",231712,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oğlan]] doğurdum, oydu beni; kız doğurdum, soydu beni

:[1] Erkek çocuklar, yaramazlıklarıyla, haylazlıklarıyla, ana-babayı üzerler. Kız çocuklar ise giyime, süse düşkün olduklarından ana-babalarından sürekli para çekerler.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlan olsun deli olsun, ekmek olsun kuru olsun",231713,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oğlan]] olsun deli olsun, ekmek olsun kuru olsun

:[1] Birçok kimse, evlat olarak, deli de olsa oğlan, geçim için de katıksız da olsa ekmek ister.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oğlanınki oğul balı, kızınki bahçe gülü",181622,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Oğlanınki [[oğul]] [[bal]]ı, [[kız]]ınki [[bahçe]] [[gül]]ü

:[1] ""Kişinin torunu oğlundan olursa oğul balı diyerek, kız evlattan olursa bahçe gülü diyerek sevinir"" anlamında bir söz."
Olacakla öleceğe çare bulunmaz,231715,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Olacak]]la öleceğe çare bulunmaz

:[1] Ölüm gibi kaderde olan şeyler önlenemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Olacakla öleceğe çare yoktur,181625,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Olacakla öleceğe [[çare]] yoktur

:[1] ""İnsanların yaşam boyu karşılaşacakları ne varsa doğarken belli olur ama kişi bunu bilmez.Başımıza gelen ve elimizde olmayan sebeplerle oluşan olaylara çok üzülmemek gerekir"" anlamında bir söz."
"Olan dört bağlar, olmayan dert bağlar",231716,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Olan]] dört bağlar, olmayan dert bağlar

:[1] Zengin giyinir, kuşanır, istediği gibi yaşar. Fakir ise yoksulluğun acısını çeker.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Olgaç oğlak bokundan betli olur,231717,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Olgaç]] oğlak bokundan betli olur

:[1] Çocuğun gelişmişliği genel tutumundan, işin gelişmişliği vermekte olduğu üründen anlaşılır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Olmaz olmaz deme, olmaz olmaz",231718,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Olmaz]] olmaz deme, olmaz olmaz

:[1] Hiçbir şey için olmaz deme. Dünyada olmayacak şey yoktur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Olmaz olmaz deme,olmaz olmaz",181626,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
Olmaz [[olmak|olmaz]] [[demek|deme]], olmaz olmaz

:[1] Hayatta hiç ummadığımız olaylar, en şaşırtıcı biçimde karşımıza çıkabilir ."
"Olsa ile bulsayı ekmişler, yel ile yuf bitmiş",231719,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Olsa]] ile bulsayı ekmişler, yel ile yuf bitmiş

:[1] Şu iş şöyle olsa, bu iş böyle olsa diye dilemekle istediğimiz sonuca varamayız. Elde etmek istediğimiz sonucu dilekle değil, çalışmakla gerçekleştirmeliyiz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Olursan kazık olma, tokmak ol",231720,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Olursan]] kazık olma, tokmak ol

:[1] İlişkilerinde ezilen değil ezen olmayı yeğle.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"On beşindeki kız, ya erde gerek ya yerde",231723,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
On beşindeki kız, ya erde gerek ya yerde

:[1] Kız on beş yaşına ulaştı mı evlendirilmelidir. Evlendirilmezse anneyi, babayı güç durumda bırakacak çok üzücü olaylar çıkabilir. Böyle olacağına kızın ölmesi daha iyidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
On ceviz alsan ikisi çürük çıkar,231724,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[On]] ceviz alsan ikisi çürük çıkar

:[1] Yüzde yüz saf nesne bulmak kolay değildir. Kazançların giderleri ve zararları, ürünlerin 
fireleri olduğu gibi bir işte çalıştırılanların kimisi de verimsiz olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
On para on arslanın ağzında,231725,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[On]] para on arslanın ağzında

:[1] Şimdi para kazanmak çok güçleşti. En küçük kazanç, pek çok didişmeden, çalışmadan sonraelde edilebiliyor.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Onmadık hacıyı deve üstünde yılan sokar,231721,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Onmadık]] hacıyı deve üstünde yılan sokar

:[1] Ülküsünü gerçekleştirmesi mukadder olmayan kişinin karşısına, hatır ve hayale gelmeyen ve yenilemeyen engeller çıkar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Onmadık yılın yağmuru harman vakti yağar,231722,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Onmadık]] yılın yağmuru harman vakti yağar

:[1] Zamanında olsa büyük yarar sağlayacak olan durum, zamanı geçtikten sonra gerçekleşirse zarar bile verebilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Orman olur da domuz olmaz mı?,231726,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Orman]] olur da domuz olmaz mı?

:[1] Elverişli bir ortamdan elbette çıkar sağlayanlar bulunur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Orospu tövbe tutmaz,231728,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Orospu]] tövbe tutmaz

:[1] Kötü bir şeye alışmış olan kimse bundan vazgeçmeye söz verse de sözünde durmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Orospuya surat gerek,231727,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Orospuya]] surat gerek

:[1] Beğenilmesi söz konusu olan şey, güzel görünüşlü olmalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ortak atın beli sakat olur,231730,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ortak]] atın beli sakat olur

:[1] Her ortak, daha çok yararlanmaya çalışacağından ortaklık malı yıpratırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ortak gemisi yürümüş, elti gemisi yürümemiş",231731,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ortak]] gemisi yürümüş, elti gemisi yürümemiş

:[1] Bir erkeğin iki karısı birbirleriyle geçinebilirler de iki kardeşin karıları anlaşamazlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Ortaklık öküzden başka buzağı yeğdir,231729,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ortaklık]] öküzden başka buzağı yeğdir

:[1] Kişinin ortaklık önemli malı olmasından, yalnız kendisinin azıcık malı bulunması daha iyidir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Osmanlının ayağı üzengide gerek,231732,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Osmanlının]] ayağı üzengide gerek

:[1] Jandarma görevlileri baş kaldıranları, askerler düşmanı ezmek için atlarından inmemek ve bunların peşini bırakmamak zorundadırlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Osuranın burnuna sıçmalı ki koku ala,231733,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Osuranın]] burnuna sıçmalı ki koku ala

:[1] Eylemleriyle çevresini rahatsız etmekte olan kişiyi daha ağır eylemlerle rahatsız etmeli ki davranışının ne denli kötü olduğunu anlasın.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Osurukla boya boyanmaz,181627,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Osuruk]]la [[boya]] [[boyamak|boyanmaz]]

:[1] ""Gerekli bilgi ve görgü olmadan bir işi tam olarak görüp bitirmek imkansızdır"" anlamında bir söz."
Ot kökü üstünde biter,231736,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ot]] kökü üstünde biter

:[1] Çocuk, ailesinin genel durumuna; eğitim gören, eğiticinin tutumuna uygun olarak yetişir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Otu çek, köküne bak",231735,"{{Haftanın Atasözü|50|2007}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Otu]] çek, köküne bak

:[1] Kişinin kimliğini doğru olarak öğrenmek isterseniz soyuna sopuna bakınız.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Otuz iki dişten çıkan, otuz iki mahalleye yayılır",231734,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Otuz]] iki dişten çıkan, otuz iki mahalleye yayılır

:[1] Bir ağızdan çıkan söz, başkalarının ağzına geçer, her tarafa yayılır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Oynamasını bilmeyen kız ""yerim dar"" demiş; yerini genişletmişler, ""yenim dar"" demiş",297765,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Kendisinden beklenen işi beceremeyen kişi, çeşitli engellerin işi güçleştirdiğini söyleyerek yeteneksizliğini belli etmemeye çalışır."
"Oynaşına inanan avrat, ersiz kalır",231737,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Oynaşına]] inanan avrat, ersiz kalır

:[1] Çok önemli işini bir aldatıcıya yaptırabileceğine inanmış olan kişi, beklediği sonucu hiçbirzaman elde edemez.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Ödünç güle güle gelir, ağlaya ağlaya gider",181485,"{{Haftanın Atasözü|11|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Ödünç]] [[gülerek|güle güle]] [[gelmek|gelir]],[[ağlayarak|ağlaya ağlaya]] [[gitmek|gider]]

:[1] ""Ödünç verilirken veren de alan da güler yüzlüdür, mutludur. Ödünç alınan geri verilirken ise durum değişiktir.Para veren kimse de parasını zamanında alamazsa tarafların arası çok çabuk bozulur"" anlamında bir söz."
Öfke baldan tatlıdır,218978,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öfke]] [[bal]]dan [[tatlı]]dır

:[1] Öfkeye kapılınca bağırıp çağırmak, insanı rahatlatır anlamında bir söz."
Öfke ile kalkan zararla oturur,218977,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# Öfkesine kapılarak iş gören sonunda güç (altından kalkamayacak, zor) duruma düşer anlamında bir söz."
Öfkede akıl olmaz,230099,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öfke]]de akıl olmaz

:[1] İnsan öfkelenince mantıklı düşünemez, akılsızca işler yapar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Öfkeyle kalkan zararla oturur,181486,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# Aniden [[öfkelenek|öfkelenerek]] sergilenen davranışlar [[kırıcı]] olur."
Öksüz çocuk göbeğini kendisi keser,181488,"{{Haftanın Atasözü|1|2008}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüz]] [[çocuk]] [[göbek|göbeğini]] kendisi keser

:[1] ""Bir koruyanı,kollayanı olmayan kimseler her işlerini kendileri yapmak zorundadır"" anlamında bir söz.

====Eş anlamlılar====
:[1] [[Öksüz oğlan göbeğini kendi keser]]"
Öksüz hırsızlığa çıkarsa ay ilk akşamdan doğar,214076,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüz]] [[hırsızlık|hırsızlığa]] çıkarsa [[ay]] ilk [[akşam]]dan doğar.

:[1] ""Talihsiz kimse bir şeyden yararlanmaya kalkışsa karşısına akla gelmedik engeller çıkar."" anlamında bir söz."
Öksüz kuzu öveç olmaz,214078,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüz]] [[kuzu]] [[öveç]] olmaz

:[1] ""Kimsesiz, koruyucusuz kimse ilerleyemez."" anlamında bir söz."
Öksüz neden güler? Yanılır da güler,230107,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüz]] neden güler? Yanılır da güler

:[1] İşleri ters giden kimsesiz kişinin yüzü gülmez. Yüzünü güldürecek bir durum belirse, biraz sonra anlaşılır ki yanlışlık olmuştur, böyle bir durum ortaya çıkmayacaktır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Öksüz oğlan göbeğini kendi keser,230108,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüz]] oğlan göbeğini kendi keser

:[1] Arkalayanı, koruyanı, yardım edeni bulunmayan kişi, işini kendi başına görmek zorundakalır.

====Eş anlamlılar====
:[1] [[Öksüz çocuk göbeğini kendisi keser]]

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Öksüz oynaşa çıkmış, ay akşamdan doğmuş",214077,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüz]] oynaşa çıkmış; [[ay]] [[akşam]]dan doğmuş.

:[1] ""Talihsiz kimse bir şeyden yararlanmaya kalkışsa karşısına akla gelmedik engeller çıkar."" anlamında bir söz."
Öksüze acıyan çok ama ekmek veren yok,315709,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] İnsanlar yardıma muhtaç birine acır fakat yardım etmeye gelince kıllarını kıpırdatmazlar."
Öksüzün karnına vurmuşlar arkam! demiş,230106,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öksüzün]] karnına vurmuşlar arkam! demiş

:[1] Bir kimsenin haksızlığa uğramaması için arkası, koruyucusu bulunmalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Öküz öküzün boynuzunda çamur görmezse korkmaz,230104,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öküz]] öküzün boynuzunda çamur görmezse korkmaz

:[1] Birisiyle kavgaya girişmesi olasılığı bulunan kişi, karşısındakinin yenilmezliğini anlatan bir belirti görmezse ondan korkmaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Öküz öldü, ortaklık bozuldu",214576,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öküz]] [[ölmek|öldü]], [[ortaklık]] [[bozulmak|bozuldu]]

:[1] ""İki yan arasındaki yakınlığın dayandığı neden yok olunca, bu meselede de çözülür."" anlamında kullanılan bir söz."
Öküz tekini bulmadan çifte yürümez,230105,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öküz]] tekini bulmadan çifte yürümez

:[1] Bir ahmak, budalaca bir işe girişirken kafasına uygun biriyle iş birliği yapar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Öküze boynuzu yük değil,181487,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Öküz]]e [[boynuz]]u [[yük]] değil

:[1] ""Meşgul olduğu iş,kişiye yük olmaz. Onları yaşamının bir parçası olarak kabul eder"" anlamında bir söz."
